-5.479185907225461172e-01,-1.154693506305489725e+00,-3.572597239872642216e+00,-1.288212212945235802e+00,-6.928905722954674662e-01,-4.060473872668307393e+00,-5.070063554073308554e-01,-1.041549436483502289e+00
1.530846648320790315e+00,-2.783734371474431146e-01,6.666182515866594382e-01,2.172612532611164771e-01,-6.928905722954674662e-01,-4.813511535846520251e-01,2.446669711046825402e+00,1.425995404422844670e+00
-8.448850534430227821e-01,5.666494866835304345e-01,-1.194500744663765657e+00,-9.637905219854027428e-02,2.778978929449232166e-02,-4.178915309058638394e-01,5.500351816672652827e-01,-9.564616833488007730e-01
-1.141851516163499447e+00,1.255186683879138565e+00,-9.877097450803851153e-01,-1.288212212945235802e+00,-6.928905722954674662e-01,-1.280942399337383630e+00,-6.580122892751302244e-01,2.702311701443369074e+00
6.399472601593604315e-01,4.101637600481650159e-01,5.632227517949691675e-01,1.032726047456224094e+00,2.519780919129654517e+00,1.803195262851724268e+00,-7.063341881128260002e-01,1.085644391884038162e+00
-8.448850534430227821e-01,2.849751787398726033e-01,4.624525283651772373e-02,-4.727474187501283787e-01,2.188134995954455209e-01,-7.732654179070779232e-01,3.735823884753554694e-04,-9.564616833488007730e-01
4.601433471840714329e-02,3.475694693940187818e-01,-3.572597239872642216e+00,-1.288212212945235802e+00,-6.928905722954674662e-01,1.151692995959571475e-01,-5.130465927620427857e-01,-8.713739302140991461e-01
1.827813111041266758e+00,1.255186683879138565e+00,-5.715024695517255393e-02,1.545331921691851240e-01,4.532516895102517429e-01,-8.240331160501083163e-01,-4.405637445054990109e-01,1.170732145018739789e+00
-8.448850534430227821e-01,-4.035620184557355272e-01,-4.707322461219336507e-01,1.597278597283606105e+00,8.526649019576993949e-01,4.451593375256560625e-01,-1.717731822208161396e-01,-7.862861770793975191e-01
-8.448850534430227821e-01,-1.279882087613782193e+00,-7.292209956011593830e-01,-1.288212212945235802e+00,-6.928905722954674662e-01,-1.636316286338597381e+00,-6.459318145657062527e-01,-1.041549436483502289e+00
-8.448850534430227821e-01,-1.060802070324270430e+00,-4.707322461219336507e-01,1.032726047456224094e+00,-4.167337808767247742e-02,6.609220546335363711e-01,1.121179734506468628e-01,-9.564616833488007730e-01
4.601433471840714329e-02,1.568158137149869624e+00,1.496407526282080014e-01,-1.288212212945235802e+00,-6.928905722954674662e-01,1.473205224922025547e+00,2.151441312996712693e-02,-6.161106708099942653e-01
-5.479185907225461172e-01,-1.029504924997197479e+00,2.530362524198982999e-01,-9.637905219854027428e-02,-2.326970883886256836e-01,-3.798157572985907948e-01,-7.335152562090300199e-01,-9.564616833488007730e-01
4.601433471840714329e-02,7.857295039730421982e-01,8.217115012741947888e-01,4.054454365369105084e-01,1.753990199815925188e-01,-3.925076818343486429e-01,-8.543200033032695151e-01,-5.310229176752926383e-01
-2.509521280020695078e-01,2.194101043691331299e+00,-5.715024695517255393e-02,-3.472912965662656726e-01,4.358858976647105310e-01,-1.386691911191957338e-01,-5.221069487941107923e-01,6.459135426761875021e-02
1.530846648320790315e+00,3.459801612328783360e-02,-6.775232457053141921e-01,-1.288212212945235802e+00,-6.928905722954674662e-01,1.659369977389875406e-01,1.939289773251020366e+00,-2.049639886708287326e-02
9.369137228798370964e-01,1.192592393224992442e+00,-2.639412465385531092e-01,-1.288212212945235802e+00,-6.928905722954674662e-01,-5.828865498707133108e-01,-5.372075421808907292e-01,5.751178730758285118e-01
-5.479185907225461172e-01,-6.539391810723202969e-01,-1.605457467468628385e-01,-3.365099110660892817e-02,8.857006075388652866e-02,1.151692995959571475e-01,1.193320459944090750e+00,-4.459351645405910114e-01
4.601433471840714329e-02,6.589516145036093675e-02,-3.673367463302433800e-01,-1.288212212945235802e+00,-6.928905722954674662e-01,9.419787741385332244e-04,-7.425756122410979154e-01,1.496791074023203771e-01
-2.509521280020695078e-01,6.589516145036093675e-02,1.597177749711871986e+00,9.072699252723612773e-01,1.391004449169476409e+00,3.211998886320821978e+00,1.232582002749718519e+00,-9.564616833488007730e-01
3.429807974388837666e-01,1.067403811916699974e+00,7.700137513783497090e-01,1.471822475099743510e+00,4.039287705614509782e+00,8.513009226699010945e-01,4.443310279598055579e-01,6.459135426761875021e-02
-1.141851516163499447e+00,-5.913448904181740629e-01,8.734092511700399797e-01,-2.218351743824029665e-01,2.188134995954455209e-01,-3.417399836913177502e-01,6.738600474388605210e-01,-5.310229176752926383e-01
-5.479185907225461172e-01,1.284894521045071292e-01,-4.707322461219336507e-01,-3.365099110660892817e-02,5.227148568924164795e-01,2.293966204177757817e-01,-1.159351989716224329e+00,-1.906719051364861306e-01
2.421746036482220088e+00,-6.539391810723202969e-01,7.700137513783497090e-01,7.818138030884985712e-01,2.188134995954455209e-01,-2.528965119410143680e-01,4.869548122617104596e-02,1.085644391884038162e+00
6.399472601593604315e-01,-5.287505997640279398e-01,2.530362524198982999e-01,-1.591071132904716134e-01,6.616411916567461748e-01,-2.655884364767721606e-01,7.554032517274723579e-01,6.602056262105301387e-01
-1.141851516163499447e+00,3.162723240669457203e-01,9.768047509617302504e-01,-1.288212212945235802e+00,-6.928905722954674662e-01,-4.982571936889186592e-02,8.188257439519481817e-01,-1.055841520017845037e-01
2.718712499202696975e+00,7.544323586459690256e-01,6.666182515866594382e-01,-9.637905219854027428e-02,2.622279792092985229e-01,-1.242866625730110641e+00,-6.851933573713341330e-01,2.021609676365756059e+00
-1.141851516163499447e+00,9.735123759354806783e-01,6.666182515866594382e-01,1.158182169640086689e+00,1.668857118698135578e+00,1.206674809671114623e+00,-6.096903904374343375e-01,-5.310229176752926383e-01
